,Release Date,Season,Episode,Episode Title,Name,Sentence,label,score
9153,2013-05-05,Season 3,Episode 6,The Climb,tywin lannister,I don't care what people believe. And neither do you.,anger,0.45333197712898254
9154,2013-05-05,Season 3,Episode 6,The Climb,olenna tyrell,"As an authority on myself, I must disagree.",anger,0.3748317360877991
9155,2013-05-05,Season 3,Episode 6,The Climb,tywin lannister,"Now, if the rumors about my children were true, then Joffrey is no king at all and House Tyrell is throwing its prized flower into the dirt.",disgust,0.529697597026825
9156,2013-05-05,Season 3,Episode 6,The Climb,olenna tyrell,"And if Cersei is too old to give Loras children, we're throwing another prized flower into the dirt. It is a chance we simply cannot take.",disgust,0.3758348226547241
9157,2013-05-05,Season 3,Episode 6,The Climb,tywin lannister,The uncertainty makes you uncomfortable. All right. I'll remove it for you.,fear,0.4987046420574188
9158,2013-05-05,Season 3,Episode 6,The Climb,tywin lannister,"If you refuse to marry Loras to Cersei, I will name him to the Kingsguard. I'm sure you're familiar with the Kingsguard vows. He will never marry. He will never have children.",anger,0.4337003529071808
9159,2013-05-05,Season 3,Episode 6,The Climb,olenna tyrell,Oh,neutral,0.5605365037918091
9160,2013-05-05,Season 3,Episode 6,The Climb,tywin lannister,The Tyrell name will fade. And Highgarden will go to the children of Joffrey and Margaery.,sadness,0.47505906224250793
9161,2013-05-05,Season 3,Episode 6,The Climb,olenna tyrell,You would have your grandson protected by someone who disgusts you?,disgust,0.9501076936721802
9162,2013-05-05,Season 3,Episode 6,The Climb,tywin lannister,"I would have my grandson protected by a skilled warrior who takes his vows seriously. So, shall I draw up the order? Or do you consent to this marriage?",neutral,0.5558624863624573
9163,2013-05-05,Season 3,Episode 6,The Climb,olenna tyrell,It's a rare enough thing- a man who lives up to his reputation.,neutral,0.8354805111885071
9164,2013-05-05,Season 3,Episode 6,The Climb,orell,No!,anger,0.5688461661338806
9165,2013-05-05,Season 3,Episode 6,The Climb,orell,We've gotta cut them loose!,anger,0.8612826466560364
9166,2013-05-05,Season 3,Episode 6,The Climb,tormund,No!,anger,0.5688461661338806
9167,2013-05-05,Season 3,Episode 6,The Climb,jon snow,Take my hand!,anger,0.8269343972206116
9168,2013-05-05,Season 3,Episode 6,The Climb,sansa stark,That's a wonderful pin.,joy,0.880784809589386
9169,2013-05-05,Season 3,Episode 6,The Climb,loras,"Oh, it's more of a brooch, really. Though I suppose a brooch is a sort of pin, so",neutral,0.818061888217926
9170,2013-05-05,Season 3,Episode 6,The Climb,sansa stark,I'm very happy about,joy,0.9862004518508911
9171,2013-05-05,Season 3,Episode 6,The Climb,loras,"Uh, yes. I-I am as well.",neutral,0.4501663148403168
9172,2013-05-05,Season 3,Episode 6,The Climb,sansa stark,I feel like I'm in a dream.,fear,0.7336434721946716
9173,2013-05-05,Season 3,Episode 6,The Climb,loras,"Yes, me, too. Definitely. I've dreamed of a large wedding since I was quite young. The guests, the food, the tournaments. And the bride, of course. The most beautiful bride in the world in a beautiful gown of gold and green brocade with fringed sleeves. Have you ever been to Highgarden, my lady?",neutral,0.3715599477291107
9174,2013-05-05,Season 3,Episode 6,The Climb,sansa stark,No. I had never left Winterfell before I came to King's Landing. But it sounds wonderful. I can't wait to see it. And to leave this place.,joy,0.9559925198554993
9175,2013-05-05,Season 3,Episode 6,The Climb,loras,"It's terrible, isn't it? The most terrible place there is.",fear,0.6852560639381409
9176,2013-05-05,Season 3,Episode 6,The Climb,tyrion lannister,I don't suppose there's anything we can do about this.,neutral,0.8312209844589233
9177,2013-05-05,Season 3,Episode 6,The Climb,cersei lannister,We can have them both killed.,anger,0.4773961901664734
9178,2013-05-05,Season 3,Episode 6,The Climb,tyrion lannister,It's hard to say which of the four of us is getting the worst of this arrangement. Probably Sansa. Though Loras will certainly come to know a deep and singular misery.,sadness,0.6700946092605591
9179,2013-05-05,Season 3,Episode 6,The Climb,cersei lannister,Father doesn't discriminate. We're all being shipped off to hell together.,disgust,0.4853246212005615
9180,2013-05-05,Season 3,Episode 6,The Climb,tyrion lannister,On a boat you built.,disgust,0.45971548557281494
9181,2013-05-05,Season 3,Episode 6,The Climb,cersei lannister,The Tyrells were plotting to undermine our family. I did what I did to protect our family.,anger,0.5731397271156311
9182,2013-05-05,Season 3,Episode 6,The Climb,tyrion lannister,I'm your family. A member of your family who has actively contributed to that family's survival. Whether or not you or Father or anyone else wants to admit it.,neutral,0.8371907472610474
9183,2013-05-05,Season 3,Episode 6,The Climb,cersei lannister,"I do admit it. If it weren't for your trick with the wildfire, Stannis would have sacked the city before Father got here. Our heads would still be rotting on the city gate.",disgust,0.5414550304412842
9184,2013-05-05,Season 3,Episode 6,The Climb,tyrion lannister,Trying to have me killed is an odd way of saying thank you. There are two people in King's Landing who can give an order to a Kingsguard. Did you or did you not order Ser Mandon to kill me during the Battle of the Blackwater?,neutral,0.5344666242599487
9185,2013-05-05,Season 3,Episode 6,The Climb,tyrion lannister,"The impulse I understand. He hates me because I'm the only one who tells him what he really is. So, fair enough. He wants me dead. But his stupidity? He could have had me poisoned and no one would have known. But the king orders a Kingsguard to murder the Hand of the King in full view of his own army. The boy's an idiot.",anger,0.7355731129646301
9186,2013-05-05,Season 3,Episode 6,The Climb,cersei lannister,What do you want me to say?,anger,0.46197637915611267
9187,2013-05-05,Season 3,Episode 6,The Climb,tyrion lannister,I want you to tell me if my life is still in danger.,fear,0.9691698551177979
9188,2013-05-05,Season 3,Episode 6,The Climb,cersei lannister,Probably. But not from Joffrey. He won't do anything now Father's here.,neutral,0.7480948567390442
9189,2013-05-05,Season 3,Episode 6,The Climb,tyrion lannister,Seven kingdoms united in fear of Tywin Lannister.,fear,0.9850261807441711
9190,2013-05-05,Season 3,Episode 6,The Climb,cersei lannister,"Not the Tyrells. Soon they won't need to be afraid of him. Joffrey will belong to Margaery, the little doe-eyed whore. And so will his children and their children. History will be taken from our hands.",neutral,0.6462832093238831
9191,2013-05-05,Season 3,Episode 6,The Climb,tyrion lannister,"You may escape, at least. Once Jaime gets back, Ser Loras may come down with a terrible case of sword through bowels.",fear,0.8934571146965027
9192,2013-05-05,Season 3,Episode 6,The Climb,cersei lannister,"When Jaime gets back, yes. But when do we think that's going to be? He's out there somewhere.",neutral,0.8214786648750305
9193,2013-05-05,Season 3,Episode 6,The Climb,tyrion lannister,"Jaime or not, I'm truly fucked.",disgust,0.5408749580383301
9194,2013-05-05,Season 3,Episode 6,The Climb,cersei lannister,Who's going to tell her?,surprise,0.4685549736022949
9195,2013-05-05,Season 3,Episode 6,The Climb,sansa stark,Do you think people will like it?,neutral,0.628570556640625
9196,2013-05-05,Season 3,Episode 6,The Climb,shae,I don't think they will even notice it.,surprise,0.8213679790496826
9197,2013-05-05,Season 3,Episode 6,The Climb,sansa stark,"You're right. It's not my wedding. Anyway, from what I can tell, the dressmakers in Highgarden will be far superior to the ones in King's Landing. They'd never make me anything as dull as this for my wedding. Loras likes green and gold brocade.",sadness,0.650418221950531
9198,2013-05-05,Season 3,Episode 6,The Climb,shae,I'm sure he does.,neutral,0.8529074788093567
9199,2013-05-05,Season 3,Episode 6,The Climb,sansa stark,Will they let me invite my family?,sadness,0.3078421354293823
9200,2013-05-05,Season 3,Episode 6,The Climb,shae,They haven't asked my opinion.,neutral,0.4874102473258972
9201,2013-05-05,Season 3,Episode 6,The Climb,sansa stark,But do you think they will?,surprise,0.43693670630455017
9202,2013-05-05,Season 3,Episode 6,The Climb,shae,No.,neutral,0.8298870921134949
9203,2013-05-05,Season 3,Episode 6,The Climb,maid,"Lady Sansa, Lord Tyrion to see you. Should I-",joy,0.5915358066558838
9204,2013-05-05,Season 3,Episode 6,The Climb,tyrion lannister,"I beg your pardon, my lady.",anger,0.3508135974407196
9205,2013-05-05,Season 3,Episode 6,The Climb,sansa stark,"Good afternoon, Lord Tyrion. I was just trying on a gown for King Joffrey's wedding.",joy,0.4758562445640564
9206,2013-05-05,Season 3,Episode 6,The Climb,tyrion lannister,"Yes, it should be quite a wedding. I need to speak with you, Lady Sansa.",neutral,0.6293292045593262
9207,2013-05-05,Season 3,Episode 6,The Climb,sansa stark,Of course.,neutral,0.8310893774032593
9208,2013-05-05,Season 3,Episode 6,The Climb,tyrion lannister,"Alone, if I may.",neutral,0.6787839531898499
9209,2013-05-05,Season 3,Episode 6,The Climb,shae,Why do you need to speak to her alone?,anger,0.5513867735862732
9210,2013-05-05,Season 3,Episode 6,The Climb,sansa stark,"Shae. Please excuse her, Lord Tyrion. She's not from here. But I trust her, even though she tells me not to.",fear,0.3804786801338196
9211,2013-05-05,Season 3,Episode 6,The Climb,tyrion lannister,Sometimes we think we want to hear something and it's only afterwards when it's too late that we realize we wished we'd heard it under entirely different circumstances.,neutral,0.47172626852989197
9212,2013-05-05,Season 3,Episode 6,The Climb,sansa stark,"It's all right, really.",neutral,0.48230642080307007
9213,2013-05-05,Season 3,Episode 6,The Climb,tyrion lannister,How to begin? It's- this- this- this is awkward.,disgust,0.4949476718902588
9214,2013-05-05,Season 3,Episode 6,The Climb,varys,"A thousand blades taken from the hands of Aegon's fallen enemies, forged in the fiery breath of Balerion the Dread.",anger,0.97934889793396
9215,2013-05-05,Season 3,Episode 6,The Climb,petyr baelish,There aren't. There aren't even two hundred. I've counted.,neutral,0.6489302515983582
9216,2013-05-05,Season 3,Episode 6,The Climb,varys,"Ha, I'm sure you have. Ugly old thing. Yet it has a certain appeal. The Lysa Arryn of chairs. Shame you had to settle for your second choice.",disgust,0.7918171882629395
9217,2013-05-05,Season 3,Episode 6,The Climb,petyr baelish,"Early days, my friend. It is flattering, really, you feeling such dread at the prospect of me getting what I want.",fear,0.9851170778274536
9218,2013-05-05,Season 3,Episode 6,The Climb,varys,"Thwarting you has never been my primary ambition, I promise you. Although who doesn't like to see their friends fail now and then?",fear,0.6179577112197876
9219,2013-05-05,Season 3,Episode 6,The Climb,petyr baelish,"You're so right. For instance, when I thwarted your plan to give Sansa Stark to the Tyrells. If I'm going to be honest, I did feel an unmistakable sense of enjoyment there. But your confidant, the one who fed you information about my plans, the one you swore to protect, you didn't bring her any enjoyment. And she didn't bring me any enjoyment. She was a bad investment on my part. Luckily, I have a friend who wanted to try something new. Something daring. And he was so grateful to me for providing this fresh experience.",joy,0.6228334307670593
9220,2013-05-05,Season 3,Episode 6,The Climb,varys,I did what I did for the good of the realm.,anger,0.41269636154174805
9221,2013-05-05,Season 3,Episode 6,The Climb,petyr baelish,The realm? Do you know what the realm is? It's the thousand blades of Aegon's enemies. A story we agree to tell each other over and over till we forget that it's a lie.,neutral,0.6447200775146484
9222,2013-05-05,Season 3,Episode 6,The Climb,varys,But what do we have left once we abandon the lie? Chaos. A gaping pit waiting to swallow us all.,anger,0.3812781572341919
9223,2013-05-05,Season 3,Episode 6,The Climb,petyr baelish,Chaos isn't a pit. Chaos is a ladder.,neutral,0.7386336326599121
9224,2013-05-05,Season 3,Episode 6,The Climb,petyr baelish,Many who try to climb it fail and never get to try again. The fall breaks them.,sadness,0.6977261304855347
9225,2013-05-05,Season 3,Episode 6,The Climb,petyr baelish,"And some are given a chance to climb, but they refuse. They cling to the realm or the gods or love. Illusions. Only the ladder is real. The climb is all there is.",anger,0.3860439956188202
9226,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,ygritte,How far are we?,neutral,0.7182174324989319
9227,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,jon snow,"About a week, I think.",neutral,0.8940556049346924
9228,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,ygritte,You think? You don't know?,surprise,0.8699899315834045
9229,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,jon snow,"When we went to Castle Black, we took the Kingsroad.",fear,0.7920681238174438
9230,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,ygritte,You and your roads. Is that how you lot do your fighting? You march down the road banging drums and waving banners?,anger,0.5591619610786438
9231,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,jon snow,"Most of the time, yes.",neutral,0.8582336902618408
9232,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,ygritte,How do the men holding the banners fight?,neutral,0.7224757671356201
9233,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,jon snow,"They don't, really. It's a great honor to carry your house sigil.",neutral,0.7443016767501831
9234,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,ygritte,"And the drummers- is that a great honor, too?",joy,0.47966286540031433
9235,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,jon snow,Usually it's the young boys banging the drums.,neutral,0.6234382390975952
9236,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,ygritte,So what good are they?,neutral,0.5703684091567993
9237,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,jon snow,They help the men march.,neutral,0.6013630032539368
9238,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,ygritte,How?,surprise,0.914523720741272
9239,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,jon snow,"Well, it's- it's the rhythm.",neutral,0.8314074873924255
9240,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,ygritte,"Oh, you mean right foot, left foot, right foot, left foot, right foot? You need help remembering that? When Mance gives the signal and we hit Castle Black, we won't be banging on drums to let them know we're coming.",neutral,0.7110980153083801
9241,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,jon snow,"No. No, you're just gonna light the biggest fire the North has ever seen to let them know you're coming.",neutral,0.3804928958415985
9242,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,ygritte,"You know nothing, Jon Snow.",anger,0.44648683071136475
9243,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,orell,"She's right, you don't.",anger,0.4971438944339752
9244,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,jon snow,I know you cut me loose on the Wall.,anger,0.43430301547050476
9245,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,orell,"Cut her loose, too. Do you see her sulking about it? That's because she understands the way things are.",neutral,0.4861820340156555
9246,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,jon snow,And are you gonna share it with me? The deep wisdom you found inside the head of a bird?,neutral,0.7124416828155518
9247,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,orell,"People work together when it suits them. They're loyal when it suits them. They love each other when it suits them. And they kill each other when it suits them. She knows that, you don't. Which is why you'll never hold onto her.",neutral,0.5101976990699768
9248,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,brynden,That rain will cost us another day.,sadness,0.668837308883667
9249,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,robb stark,Frey will wait. He knows we're coming.,neutral,0.9133223295211792
9250,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,catelyn stark,Lord Walder is prickly by nature.,anger,0.8682055473327637
9251,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,brynden,Prickly? That what you call it? Might be the least pleasant man I've ever met.,neutral,0.634319543838501
9252,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,catelyn stark,"Yes, and that is why-",neutral,0.5848275423049927
9253,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,brynden,"I've seen wet shits I liked better than Walder Frey. Apologies, Your Grace. Spent too many years around lancers and pikemen.",sadness,0.5130211710929871
9254,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,talisa,"I've spent the last two years nursing wounded men, watching them bleed and die. I'm not afraid of wet shits.",fear,0.6260605454444885
9255,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,catelyn stark,Lord Frey will take this delay as a slight.,neutral,0.754497766494751
9256,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,edmure,He can take it as he likes. He's getting the wedding he wanted.,neutral,0.8066059350967407
9257,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,catelyn stark,He's getting a wedding. It was a king he wanted.,neutral,0.6427654027938843
9258,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,robb stark,Edmure is the best match a Frey has had in the history of their house. We should all get some sleep.,neutral,0.933815062046051
9259,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,robb stark,"If you don't put some clothes on, I can't promise I won't attack you again.",anger,0.6626909971237183
9260,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,talisa,Attack. Attack.,neutral,0.4428889751434326
9261,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,robb stark,Who are you writing?,surprise,0.6066867709159851
9262,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,talisa,My mother.,sadness,0.7898702025413513
9263,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,robb stark,Is that Valyrian?,neutral,0.6581883430480957
9264,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,talisa,Gaaa.,surprise,0.5074046850204468
9265,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,robb stark,Gaaa? Say hello for me.,joy,0.45252931118011475
9266,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,talisa,Rytsas.,neutral,0.6032445430755615
9267,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,robb stark,Ritsas.,neutral,0.7872146964073181
9268,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,talisa,That was close enough.,neutral,0.7921223640441895
9269,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,robb stark,Does she know her daughter's a queen?,surprise,0.4903879761695862
9270,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,talisa,Not yet.,neutral,0.9466041326522827
9271,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,robb stark,"That will be a surprise, I expect.",surprise,0.93492591381073
9272,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,talisa,Many surprises for her.,surprise,0.8000413775444031
9273,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,robb stark,How am I supposed to sit here planning a war when you're over there looking like that?,surprise,0.44848859310150146
9274,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,talisa,Will you come with me one day to Volantis? When all this is over?,neutral,0.5779900550842285
9275,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,robb stark,I will.,neutral,0.7771812081336975
9276,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,talisa,I promise. I know she'd love to meet you. And her grandchild.,joy,0.6674996018409729
9277,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,robb stark,"What, now? Are you certain?",surprise,0.8207589387893677
9278,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,talisa,Are you angry with me?,anger,0.9578761458396912
9279,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,robb stark,Angry? You're my queen.,anger,0.9898653626441956
9280,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,talisa,And I have your little prince or princess inside me.,neutral,0.7791414260864258
9281,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,robb stark,Maybe one of each.,neutral,0.953494131565094
9282,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,talisa,Don't get greedy.,anger,0.8933886885643005
9283,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,talisa,Can you leave the war for one night?,neutral,0.8905777335166931
9284,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,robb stark,I love you. Do you hear me? I love you.,joy,0.9372559785842896
9285,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tormund,Most men fuck like dogs.,disgust,0.7117674946784973
9286,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tormund,"No grace, no skill. A few dozen thrusts and done. You need to be patient. Give her time. Your cock shouldn't go near her till she's slick as a baby seal. And then you go inside, but slowly. Don't jam it in like you're spearing a pig. Come on! Hey, come on.",disgust,0.35673341155052185
9287,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,orell,"You think he loves you, is that it? What did he tell you? He's gonna make you his lady and live with you in some castle?",anger,0.2996322512626648
9288,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,ygritte,"No, he didn't tell me anything. He barely talks.",disgust,0.5993412137031555
9289,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,orell,"I've seen you two whispering in the night, giggling like a pair of girls.",neutral,0.4448373317718506
9290,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,ygritte,"What, you're jealous?",surprise,0.49159854650497437
9291,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,orell,Of course I'm jealous. You should be with one of your own.,anger,0.43886157870292664
9292,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,ygritte,And you're one of my own? I've never heard a kind word from your mouth.,surprise,0.6637914776802063
9293,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,orell,You would if you were mine. I'd tell you that you're beautiful and fierce and wild. I'd be good to you. You love him?,neutral,0.5158303380012512
9294,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,orell,Cause he's pretty? Is that it? You like his pretty hair and his pretty eyes? You think pretty is gonna make you happy?,joy,0.373202919960022
9295,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,ygritte,Don't touch me.,fear,0.8626775145530701
9296,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,orell,You won't love him so much when you find out what he really is.,neutral,0.7177819609642029
9297,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,sansa stark,"Growing up at Winterfell, all I ever wanted was to escape, to come here to the capital. See the southern knights and their painted armor and King's Landing after dark- all the candles burning in all those windows. I'm stupid. A stupid little girl with stupid dreams who never learns.",anger,0.837704598903656
9298,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,margaery tyrell,Come on. Come walk with me.,fear,0.454865962266922
9299,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,margaery tyrell,"I remember the first time I saw you in the throne room. I'd never seen anyone who looked so unhappy. I want very much for you to be happy, Sansa, and so does my grandmother.",sadness,0.6611353754997253
9300,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,margaery tyrell,You would have been happy at Highgarden. But women in our position must make the best of our circumstances.,neutral,0.48196402192115784
9301,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,sansa stark,How do I make the best of my circumstances? I have to marry him.,neutral,0.31338781118392944
9302,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,margaery tyrell,Has Lord Tyrion mistreated you?,disgust,0.588935911655426
9303,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,sansa stark,No.,neutral,0.8298870921134949
9304,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,margaery tyrell,Has he been kind to you?,disgust,0.3100363314151764
9305,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,sansa stark,He's tried.,neutral,0.5636979341506958
9306,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,margaery tyrell,"You don't want him, though.",anger,0.39947620034217834
9307,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,sansa stark,He's a Lannister.,neutral,0.5101817846298218
9308,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,margaery tyrell,"Far from the worst Lannister, wouldn't you say?",disgust,0.9778006076812744
9309,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,sansa stark,I'm sorry. Here I am complaining to you.,sadness,0.8368563055992126
9310,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,margaery tyrell,"My son will be king Sons learn from their mothers. I plan to teach mine a great deal. And your son, if I'm not mistaken, your son might be the Lord of Casterly Rock and the North someday. What?",surprise,0.5407426953315735
9311,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,sansa stark,My son with him. I'll have to- we'll have to-,sadness,0.6291567087173462
9312,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,margaery tyrell,If it's the pain you're worried about-,fear,0.942240834236145
9313,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,sansa stark,I'm not afraid of the pain. Not after what Joffrey's done to me.,fear,0.9668222069740295
9314,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,margaery tyrell,"What is it, then? He's rather good-looking even with the scar. Especially with the scar.",neutral,0.6571662425994873
9315,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,sansa stark,He's a dwarf. And Loras- Loras.,neutral,0.7500375509262085
9316,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,margaery tyrell,"Some women like tall men. Some like short men. Some like hairy men. Some like bald men. Gentle men, rough men, ugly men, pretty men, pretty girls. Most women don't know what they like until they've tried it. And, sadly, so many of us get to try so little before we're old and gray. Tyrion may surprise you. From what I've heard, he's quite experienced.",sadness,0.46684348583221436
9317,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,sansa stark,And that's a good thing?,joy,0.8432698249816895
9318,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,margaery tyrell,"It can be. We're very complicated, you know. Pleasing us takes practice.",neutral,0.9041714668273926
9319,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,sansa stark,How do you know all this? Did your mother teach you?,surprise,0.6020868420600891
9320,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,margaery tyrell,"Yes, sweet girl. My mother taught me.",neutral,0.5054465532302856
9321,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,She's a child.,neutral,0.7194768190383911
9322,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,bronn,She's a foot taller than you.,surprise,0.6440436244010925
9323,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,A tall child.,disgust,0.6288463473320007
9324,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,bronn,What's the youngest you've ever had?,surprise,0.7001463770866394
9325,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,Not that young.,neutral,0.8947865962982178
9326,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,bronn,How much older?,neutral,0.6475704908370972
9327,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,Older.,disgust,0.5801118612289429
9328,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,bronn,"You're a lord, she's a lady. And a beauty at that. I don't see the problem.",disgust,0.527145266532898
9329,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,Shae isn't going to like it.,sadness,0.4990590214729309
9330,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,bronn,Shae is a whore. Are you gonna marry her? Eh? How did marrying a whore work out for you the first time?,disgust,0.5659543871879578
9331,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,I should never have told you about that.,neutral,0.3854387700557709
9332,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,bronn,"You want Shae, keep her. Wed one and bed the other. All you have to do is get a son in the Stark girl. He'll be Lord of Winterfell one day. You can rule the North in his name. You'll have two women and a whole kingdom of your own.",neutral,0.8643958568572998
9333,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,Two women to despise me and a whole kingdom to join them.,disgust,0.6440936923027039
9334,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,bronn,"You waste time trying to get people to love you, you'll end up the most popular dead man in town. You want to fuck that Stark girl. You just don't want to admit it.",anger,0.6252215504646301
9335,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tyrion lannister,I don't pay you to put evil notions in my head. The ones already there don't need company.,neutral,0.5653440952301025
9336,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,bronn,You pay me to kill people who bother you. Evil notions come free.,anger,0.7804263234138489
9337,2013-05-12,Season 3,Episode 7,The Bear and the Maiden Fair,tywin lannister,Your Grace.,neutral,0.836920976638794
